Designator,Mid X,Mid Y,Rotation,Layer
C1,33.335,31.11,0.0,top
C2,33.335,29.36,0.0,top
C3,33.335,27.61,0.0,top
C4,35.785,31.11,0.0,top
C5,35.785,29.36,0.0,top
C6,35.785,27.61,0.0,top
L1,27.385,27.56,0.0,top
R1,38.235,31.11,0.0,top
R2,38.235,29.36,0.0,top
R3,38.235,27.61,0.0,top
U2,27.385,35.26,0.0,top
